gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000183527	1893.1409633546498	0.23873362813371812	0.19061497341008388	1.2524390076120258	0.21040993998570914	0.9571391690460613
ENSG00000186980	69.82776737597814	-0.8701759119860801	0.6975152105436512	-1.2475368261974606	0.21220072594529582	0.9571391690460613
ENSG00000221859	310.8948895351235	0.5502757359566648	0.4448273782910127	1.237054558266569	0.2160668284788826	0.9571391690460613
ENSG00000160179	8719.771068671093	0.20298666023994677	0.16506018464313424	1.229773616689033	0.21878189060226205	0.9571391690460613
ENSG00000157538	7107.5794630773025	0.21514854130081476	0.17535179685305563	1.2269537305118619	0.21983998196095292	0.9571391690460613
ENSG00000183570	7225.440738277498	-0.19299886165938895	0.15772055623210138	-1.2236760145289627	0.22107447135262584	0.9571391690460613
ENSG00000142197	3519.0606641637064	-0.2311987962622799	0.19095090753968216	-1.2107761059697173	0.22598122508503615	0.9571391690460613
ENSG00000186967	111.32724728679021	-0.6706961280908995	0.556838957866874	-1.204470554036282	0.22840775655169612	0.9571391690460613
ENSG00000159197	257.1527499751879	0.5149861981359735	0.431578234558457	1.1932626738298104	0.232766515961443	0.9571391690460613
ENSG00000275895	7276.900478906295	0.21399847930951799	0.1795378651018379	1.1919406482199912	0.23328451827543695	0.9571391690460613
ENSG00000154736	3219.9128913454456	0.680780340838013	0.5715441742020491	1.1911246261734223	0.2336046635957545	0.9571391690460613
ENSG00000198743	3925.2942245337345	0.3248397455337256	0.27599787250030267	1.1769646721945994	0.2392096071056382	0.9571391690460613
ENSG00000272804	536.473853083875	0.42622087136081066	0.37013862695312594	1.1515168650981864	0.24951966102968967	0.9571391690460613
ENSG00000183640	166.8532783123493	-0.6066142890614797	0.5284993486342479	-1.147805178244963	0.25104899916477014	0.9571391690460613
ENSG00000156304	5366.172045014221	-0.1869203430042247	0.16510926447377372	-1.132100876349767	0.2575920264990599	0.9571391690460613
ENSG00000160193	3250.3171079546655	-0.20595667913457025	0.1835531151649423	-1.1220549373378705	0.2618390821479753	0.9571391690460613
ENSG00000160209	13935.541151780464	-0.1662350363893147	0.14823708276373013	-1.1214133015169414	0.26211197679709913	0.9571391690460613
ENSG00000231068	88.36313646954657	-0.6961195473880638	0.629613079215883	-1.1056306966415113	0.2688863977338135	0.9571391690460613
ENSG00000160199	5548.23445246648	-0.1889917915601721	0.17195583811850645	-1.0990716781010075	0.2717368023133887	0.9571391690460613
ENSG00000159079	3243.2317766384826	-0.21268063071480714	0.19997383007263625	-1.063542317700048	0.28753608504459466	0.9571391690460613
ENSG00000160183	6171.41307252721	0.19444982856863516	0.18313627357067566	1.061776702001056	0.28833706890190824	0.9571391690460613
ENSG00000159082	14600.487777659266	0.16737242206059522	0.15872089468892478	1.0545078037055327	0.2916504897217491	0.9571391690460613
ENSG00000241837	2874.6161487188197	0.22019851686299294	0.21035566656270258	1.0467914673330485	0.2951957666147285	0.9571391690460613
ENSG00000244362	120.84342035535695	0.5624198638121384	0.5374606018824659	1.0464392400898823	0.2953582837335827	0.9571391690460613
ENSG00000249209	326.78918625062204	-0.40944440794849446	0.3940432337808567	-1.039084985725711	0.29876521308777076	0.9571391690460613
ENSG00000156273	5820.987086703926	0.20974784861056336	0.20371210863840641	1.0296287737263106	0.30318430272486674	0.9571391690460613
ENSG00000187766	306.13048811087026	0.4898024480123742	0.48015190064813873	1.0200989465025725	0.30768153635891715	0.9571391690460613
ENSG00000274749	204.41427458433972	0.4398445007178966	0.432310813680418	1.017426552376383	0.3089505559615461	0.9571391690460613
ENSG00000160298	6778.1712401758905	-0.1966937778001519	0.20111118547779885	-0.9780349975703634	0.3280570150568414	0.9571391690460613
ENSG00000215455	429.36587420448103	0.4300005524714211	0.44253113870698163	0.9716842835688958	0.33120763787162866	0.9571391690460613
ENSG00000198390	213.14910917084393	0.43792263217660715	0.4545377886913537	0.9634460391894307	0.33532373146489647	0.9571391690460613
ENSG00000221837	684.1033066144873	0.292431641070059	0.30634050913261685	0.9545967064494999	0.3397816833777823	0.9571391690460613
ENSG00000159147	6309.698015147785	-0.1552804398804978	0.1652112573325413	-0.9398901890077956	0.34727389031895006	0.9571391690460613
ENSG00000222018	245.7178656580481	-0.3811909678415674	0.4099338653994434	-0.9298840618355143	0.3524311159975148	0.9571391690460613
ENSG00000159110	5273.0078961565405	0.15800306181939627	0.1709214287515772	0.9244192666388431	0.3552680673662609	0.9571391690460613
ENSG00000160233	1936.1575401281098	-0.2772405026137455	0.313970311797206	-0.8830150246588143	0.3772281537838831	0.9571391690460613
ENSG00000154639	3235.536204796658	-0.15894752232086393	0.18035592874416648	-0.8812991257211721	0.37815593917981294	0.9571391690460613
ENSG00000188694	709.9626081421463	-0.3631990251431064	0.4122976519306113	-0.8809146097301372	0.3783640393116755	0.9571391690460613
ENSG00000156282	392.90732724425243	0.3385696141409489	0.38530603028657967	0.8787031282358349	0.3795622620753292	0.9571391690460613
ENSG00000160213	3871.463426480895	0.1813862501961483	0.2093454070573655	0.8664448518158521	0.38624625668518164	0.9571391690460613
ENSG00000160310	9501.295534493147	-0.1487698885074841	0.17216762816431058	-0.8640990765436083	0.38753346626301954	0.9571391690460613
ENSG00000160307	954.4391553145806	0.22178492640733083	0.2572136291121736	0.8622596212061845	0.388544667363584	0.9571391690460613
ENSG00000183421	2101.709604032926	-0.24257565106547277	0.28588673725178476	-0.848502639182708	0.3961581032883427	0.9571391690460613
ENSG00000189169	484.3106512850547	-0.3001287245132882	0.354509463117024	-0.8466028575779241	0.3972165206200518	0.9571391690460613
ENSG00000157578	7965.699145290924	0.12341850775798757	0.14580989011328632	0.8464344062127619	0.39731045146542743	0.9571391690460613
ENSG00000154646	1982.8832788279674	0.16844045423725837	0.20940394288656974	0.804380528443533	0.421177243018467	0.9571391690460613
ENSG00000184900	2709.7317185531792	-0.17686675245378414	0.2205655068665454	-0.8018785664469219	0.42262320559468614	0.9571391690460613
ENSG00000160294	10335.844127378241	0.13244661291351115	0.16517258209894212	0.8018680293692607	0.42262930144642674	0.9571391690460613
ENSG00000185808	5695.1775290868945	0.13146228873673518	0.16548324570763157	0.7944144929873862	0.42695416967547967	0.9571391690460613
ENSG00000160201	6881.6323462989185	-0.15152119321272242	0.19289443804203543	-0.785513541762687	0.432152533786755	0.9571391690460613
ENSG00000142188	3698.277994913324	0.13926317200474192	0.17829258873532622	0.7810934430453353	0.43474753810908057	0.9571391690460613
ENSG00000175894	4292.193548126298	0.1627395034201892	0.20967598413177457	0.7761475597410941	0.437661864992296	0.9571391690460613
ENSG00000205758	7744.419228449274	-0.12182029338696009	0.15710000960250942	-0.7754314827553913	0.438084737879711	0.9571391690460613
ENSG00000278961	1568.0770826832015	-0.19787543374426417	0.25744223643076675	-0.7686207068725426	0.4421185092714727	0.9571391690460613
ENSG00000154645	5265.395267301581	-0.12307403233896311	0.16054601871303542	-0.7665966015572717	0.44332139667658593	0.9571391690460613
ENSG00000241945	3578.0207185939125	0.13851890496850253	0.18158683039166787	0.7628246204294036	0.44556799587058965	0.9571391690460613
ENSG00000173638	6804.5057627313245	0.11856636811755991	0.15634723432307998	0.7583528332362521	0.4482397863485939	0.9571391690460613
ENSG00000160221	5566.778884576416	-0.13344030037720755	0.1767209204392532	-0.7550905690482577	0.45019464146580845	0.9571391690460613
ENSG00000157601	8439.081896182062	0.11859649650824589	0.16369693789051323	0.7244881794158408	0.46876608154892235	0.9571391690460613
ENSG00000183778	8423.739527931668	-0.14044779017406603	0.19608557341865143	-0.7162576406077755	0.47383227737654143	0.9571391690460613
ENSG00000276076	1018.2680142726947	0.17907766830060887	0.2514813438829246	0.7120912650442064	0.4764082629475319	0.9571391690460613
ENSG00000141956	21320.505244757227	0.1021801132731347	0.14603105363381771	0.6997149628828805	0.48410533012547147	0.9571391690460613
ENSG00000142166	2805.8749899143786	-0.12771301865513587	0.18325909480643726	-0.696898665738961	0.4858662128426281	0.9571391690460613
ENSG00000159259	1949.7282408945616	-0.1662856618354701	0.2414628495118619	-0.6886594031820258	0.491037629290537	0.9571391690460613
ENSG00000170262	1249.9624781004068	0.1742908638375475	0.2548742966390494	0.6838306809900748	0.49408209031060596	0.9571391690460613
ENSG00000186971	246.6476827350495	0.26248299627251537	0.3859307012349208	0.6801298664050537	0.49642223497249727	0.9571391690460613
ENSG00000188155	514.1288930330538	-0.2647399126356235	0.38949094368801135	-0.679707492371593	0.49668969100671306	0.9571391690460613
ENSG00000155313	7624.212741564739	-0.10804696350787464	0.16158855791632493	-0.6686547915343386	0.503715712286013	0.9571391690460613
ENSG00000186866	7827.148861057156	-0.127336499864727	0.19548971580617694	-0.6513718603539119	0.5148064709130749	0.9571391690460613
ENSG00000160216	12613.884648971421	0.09987553689465327	0.15354160058666844	0.6504786749196176	0.5153830721835999	0.9571391690460613
ENSG00000212935	353.5138365453899	0.2647014097493281	0.4092954789676482	0.6467244896449267	0.5178102703927131	0.9571391690460613
ENSG00000205927	1801.7837910503642	-0.1583727770414283	0.24587969358861533	-0.6441067773022523	0.5195061958689571	0.9571391690460613
ENSG00000212933	116.25962462574132	-0.36151791481050144	0.5631636682531288	-0.6419411179913113	0.5209114153162319	0.9571391690460613
ENSG00000184787	5732.918470745176	-0.10745287668073929	0.16788415864686473	-0.6400417856383973	0.5221454338805265	0.9571391690460613
ENSG00000186977	156.2770886281389	0.32397559903147577	0.5071800548643078	0.6387782719849916	0.5229671851425748	0.9571391690460613
ENSG00000159212	2244.104844147652	-0.14408101524390732	0.22677369081061974	-0.6353515468610085	0.5251991616921245	0.9571391690460613
ENSG00000156284	722.4896521044793	-0.18493506329162832	0.2928682602643481	-0.6314616105026288	0.5277387427257872	0.9571391690460613
ENSG00000206107	218.71058858233934	-0.28668521935139346	0.45757982885575166	-0.626525037321452	0.5309706198950599	0.9571391690460613
ENSG00000206102	96.34759198696216	-0.3472364169153045	0.5563246131286514	-0.6241615213868045	0.5325215141609543	0.9571391690460613
ENSG00000276612	474.10267378429626	-0.23075624578728257	0.37441300924969	-0.6163147115259421	0.5376868311348595	0.9571391690460613
ENSG00000205439	165.41845055046994	0.31476154002425966	0.5156088742874263	0.6104657148488017	0.5415533482043268	0.9571391690460613
ENSG00000198862	10175.194848106637	0.10162957770093374	0.16734855606729285	0.6072928269549411	0.5436565978118258	0.9571391690460613
ENSG00000142185	10186.529135787452	0.10873737045295803	0.1817798580504927	0.5981816226457511	0.5497187522993379	0.9571391690460613
ENSG00000187026	143.2105888511258	-0.3337249840153489	0.5649997852792408	-0.5906639129967305	0.5547456319043116	0.9571391690460613
ENSG00000166979	5424.547374308249	-0.09257545010281802	0.15734647560415604	-0.5883541385173091	0.5562946139158256	0.9571391690460613
ENSG00000182816	247.22226995831346	0.23058295317915736	0.40545691832750574	0.5686990226490726	0.5695604111955737	0.9571391690460613
ENSG00000273590	3049.6116162424	-0.10832852481752467	0.1943715500023016	-0.5573270615799581	0.577303989504527	0.9571391690460613
ENSG00000280071	3231.5683616766373	-0.11149745596279356	0.20159209746937243	-0.5530844579844366	0.5802055785888929	0.9571391690460613
ENSG00000183844	2345.62688948066	-0.117594666063926	0.21445261455684017	-0.5483480176118711	0.5834529623843454	0.9571391690460613
ENSG00000159267	7232.818457153695	-0.085949449240553	0.15810160197110926	-0.5436342716897897	0.5866931710703689	0.9571391690460613
ENSG00000160208	2687.9416109951394	0.13633811703521317	0.2516505825441129	0.5417754874909296	0.5879731797643748	0.9571391690460613
ENSG00000160299	8676.116860143826	-0.09112290199016089	0.17483157525512233	-0.5212039178688983	0.6022247251730926	0.9571391690460613
ENSG00000160285	8273.15159042198	-0.11289412866018461	0.21854238866695916	-0.5165777190814277	0.6054509726488292	0.9571391690460613
ENSG00000142182	1644.2317311179063	-0.1210549576587922	0.23819129809780318	-0.5082257774550861	0.611295015171315	0.9571391690460613
ENSG00000187005	185.8955242986681	0.26779904699727664	0.534070217053057	0.50143040829905	0.6160682435537628	0.9571391690460613
ENSG00000160282	4789.628994921225	-0.07802116447571529	0.1562315540510251	-0.4993944081887174	0.6175015577487432	0.9571391690460613
ENSG00000197381	17378.74489428242	-0.12066969801263767	0.24404662516172518	-0.49445345918089256	0.620985967296118	0.9571391690460613
ENSG00000206105	63.373697961901385	0.33260454934768585	0.6892574542116127	0.48255488180120737	0.6294118213191935	0.9571391690460613
ENSG00000157542	8537.933923422273	-0.08781360151177744	0.18616901016780693	-0.47168753506625516	0.6371498356145713	0.9571391690460613
ENSG00000160284	1127.4246129613525	-0.1407814775181938	0.29887267106362914	-0.4710416546858573	0.6376109889765866	0.9571391690460613
ENSG00000160255	11488.61781880976	-0.07585428106449119	0.1645644299952301	-0.4609397125897122	0.6448418589132346	0.9571391690460613
ENSG00000182670	29248.986405015447	0.09002931326668527	0.1954437285494626	0.46064058404361025	0.6450564894819419	0.9571391690460613
ENSG00000160202	1533.907656514624	-0.10824665318522393	0.23699576073290948	-0.4567451031633271	0.6478542680068953	0.9571391690460613
ENSG00000285815	1041.0452333935677	-0.14639199610160364	0.3228567796420734	-0.45342704670441564	0.6502412643692169	0.9571391690460613
ENSG00000215454	1270.7789586251276	0.14099022947493545	0.3116060710034171	0.4524630377737067	0.6509354431730421	0.9571391690460613
ENSG00000142192	11354.781133971732	-0.06657261569489249	0.14758394668295002	-0.45108304250670544	0.6519296989483097	0.9571391690460613
ENSG00000160214	3844.5380823271025	-0.08923107718732765	0.19881415598437274	-0.44881651784564786	0.653564022103569	0.9571391690460613
ENSG00000185272	2479.96012205084	-0.0879344032125846	0.2034946934736258	-0.43212135762145293	0.6656532127077553	0.9571391690460613
ENSG00000240432	136.4891081128812	0.2040238252520835	0.47401936884513013	0.4304124233344174	0.6668956598481786	0.9571391690460613
ENSG00000154642	3261.547769774499	0.07531416089095574	0.17658052661877768	0.42651453324495175	0.66973296030978835	0.9571391690460613
ENSG00000157551	11707.09499442932	0.06976936946175123	0.16732633663910448	0.4169658576356234	0.6767033810892107	0.9571391690460613
ENSG00000159231	409.1673113216661	-0.1779590050245671	0.4316279731328769	-0.4122972006028496	0.6801216002419432	0.9571391690460613
ENSG00000184351	239.86542526832926	-0.17906514075836089	0.4424755432877317	-0.4046893517048442	0.685705870282104	0.9571391690460613
ENSG00000205726	26231.825835157375	0.06760041552111945	0.1699284087172391	0.39781703384044836	0.6907650601867599	0.9571391690460613
ENSG00000142168	1443.1008259191044	0.09450341472104086	0.2379486791949959	0.3971588118948814	0.6912503530184833	0.9571391690460613
ENSG00000243927	2951.756397555858	-0.07283545506942962	0.18708301179527026	-0.3893215870884917	0.6970382693290278	0.9571391690460613
ENSG00000142149	2826.88360850954	0.0883283652900678	0.23267751378849041	0.37961710975801666	0.7042296582200305	0.9571391690460613
ENSG00000275993	1733.7548522885932	-0.0823041553531251	0.21927802061068422	-0.37534156466712865	0.7074064578047075	0.9571391690460613
ENSG00000280433	2174.2046986846435	0.08918020462086093	0.23836930387850172	0.37412621159608966	0.7083104183890077	0.9571391690460613
ENSG00000159261	3012.0394120768005	0.06831594668674772	0.18404958588190654	0.3711822895954893	0.7105017632503814	0.9571391690460613
ENSG00000243646	3381.5217079865424	0.06905936596958319	0.1900450496515806	0.36338418757128005	0.7163179121438711	0.9571391690460613
ENSG00000183486	6641.185281146473	-0.058914686576499745	0.16442852360915128	-0.358299675040206	0.7201190612658879	0.9571391690460613
ENSG00000177398	10822.240826377965	-0.0516898502505258	0.1449387648993486	-0.35663233563789054	0.7213670668664287	0.9571391690460613
ENSG00000159256	5422.9087173048865	0.06266376787992148	0.18684299818539743	0.3353819436024171	0.7373369869475757	0.9571391690460613
ENSG00000156299	7076.887781685427	-0.049495375900063206	0.150435066753665	-0.32901488308647536	0.7421444386749296	0.9571391690460613
ENSG00000173276	9010.410075198966	-0.05148659270530697	0.15784653127280385	-0.32618133759508117	0.7442871603657717	0.9571391690460613
ENSG00000186965	119.19710801019616	-0.16304478896043234	0.5191776315234953	-0.3140443252186873	0.7534873738073591	0.9571391690460613
ENSG00000160200	8370.724163511006	0.044803167488312756	0.1523782237824002	0.29402605159837514	0.7687379964808857	0.9571391690460613
ENSG00000142178	2463.8281048070194	-0.06436931484659224	0.22130453937416414	-0.2908630569830369	0.771156056562216	0.9571391690460613
ENSG00000156256	5929.961025960236	-0.055255930748812986	0.1948034238728505	-0.2836496897758784	0.7766788534111496	0.9571391690460613
ENSG00000188992	1693.217020568902	0.07233501344001765	0.2559724490426506	0.2825890587465726	0.7774918684723547	0.9571391690460613
ENSG00000160223	6058.612987942237	-0.05127311682556278	0.18149796413194288	-0.2824996802073711	0.7775603917554266	0.9571391690460613
ENSG00000159086	6888.171303040022	-0.04735977309617368	0.16946893258653412	-0.27945991264204645	0.7798918980183064	0.9571391690460613
ENSG00000160190	4074.7631278965605	0.04399197376613787	0.16095380852196559	0.27332048971139583	0.7846068662467475	0.9571391690460613
ENSG00000160305	12056.340567817835	0.05128263691505111	0.18789005130825226	0.2729396078077432	0.7848996393721085	0.9571391690460613
ENSG00000157540	23812.35967875665	-0.03854140608787776	0.14742197485152483	-0.2614359638493142	0.7937563259722056	0.9571391690460613
ENSG00000142156	3763.257015059875	-0.04625796635243213	0.1780893511905135	-0.2597458300746295	0.7950598382990125	0.9571391690460613
ENSG00000265590	717.3658572411271	-0.06865220662641204	0.2726863977614565	-0.2517624905018854	0.8012246518128164	0.9571391690460613
ENSG00000159228	1676.1582581560674	-0.051552241187086865	0.2067306379914755	-0.2493691389334009	0.8030752547970768	0.9571391690460613
ENSG00000155307	5828.306160947418	0.048653719192112935	0.1996720740241239	0.24366812149321745	0.8074878646380568	0.9571391690460613
ENSG00000242220	1685.5859715865874	-0.0533207594124762	0.22221397149493347	-0.2399523263715753	0.8103672149967882	0.9571391690460613
ENSG00000156253	3143.3145445687637	0.046365702760009675	0.19585620364140305	0.23673338856757148	0.8128636307686459	0.9571391690460613
ENSG00000241123	333.2692077053389	0.08173569331204636	0.34987750999687456	0.23361230995606577	0.8152859701998114	0.9571391690460613
ENSG00000159140	18731.50626164131	0.037364187436908385	0.16525769628208037	0.22609650429309508	0.821126363372149	0.9571391690460613
ENSG00000185917	9443.146448868414	-0.03257018673635335	0.14718408509214012	-0.22128878075346103	0.824867585120635	0.9571391690460613
ENSG00000156265	7733.1575476595135	0.0406482836075019	0.1844570400949558	0.22036721171811471	0.8255851790150088	0.9571391690460613
ENSG00000206106	112.49412381120348	-0.13248694759287857	0.6057078896813831	-0.21873076089956478	0.826859785413823	0.9571391690460613
ENSG00000279493	149.98410490899315	-0.11778148987089586	0.5447010920674324	-0.21623141863705836	0.8288073642710214	0.9571391690460613
ENSG00000182093	9965.922947344035	0.03372338533677867	0.1563408633508931	0.21570422865767055	0.8292183048230081	0.9571391690460613
ENSG00000274559	341.7451556206129	0.07713335478001984	0.3751387596423206	0.2056128640334668	0.8370933281854654	0.9571391690460613
ENSG00000171587	6203.820814162788	0.04542374639446183	0.22331175668422468	0.2034095610053059	0.8388149274200362	0.9571391690460613
ENSG00000221864	213.90860142629845	0.08178718770136782	0.4044013543078858	0.2022426157334285	0.8397270588729498	0.9571391690460613
ENSG00000159216	12540.522143284454	0.0372178076415941	0.18618501441035396	0.19989690233374863	0.8415612131312524	0.9571391690460613
ENSG00000182871	8751.411725918588	-0.031950080248020284	0.16141890198106082	-0.19793270711114716	0.8430977138166978	0.9571391690460613
ENSG00000156261	4776.475492726745	-0.03156553177275522	0.16497993131981784	-0.19132952426537642	0.8482674313224621	0.9571391690460613
ENSG00000159131	8715.904320766906	-0.029978330444357444	0.15689780246994608	-0.1910691543949433	0.8484714136274143	0.9571391690460613
ENSG00000160218	8653.743701797051	-0.03288987789326162	0.1801893153221637	-0.18252956805156412	0.8551671521542731	0.9571391690460613
ENSG00000277117	2719.9776519282323	0.04289973960430044	0.24139817094647786	0.17771360667770783	0.8589478987672654	0.9571391690460613
ENSG00000160226	4291.150653567089	-0.02993888389638615	0.16983413992558266	-0.17628307188121697	0.8600715604550192	0.9571391690460613
ENSG00000184032	143.4666785990779	0.10142402704618934	0.5777321317505318	0.17555545463409475	0.8606432007752873	0.9571391690460613
ENSG00000142207	4401.972123949582	-0.04199257250974635	0.2428375052432887	-0.17292457550029494	0.8627107141936399	0.9571391690460613
ENSG00000160194	2729.0968372441644	0.04007577306643814	0.23343515912504584	0.1716783933347867	0.8636903732139996	0.9571391690460613
ENSG00000244025	141.19171431594287	0.0841910763446521	0.5069824396317971	0.16606310152635073	0.8681072916328157	0.9571391690460613
ENSG00000184724	144.9338284452866	0.08678942350540982	0.5311830213664192	0.16338892625399068	0.8702122212931545	0.9571391690460613
ENSG00000205445	662.9160084549231	-0.043875502164441915	0.2852661340988627	-0.15380550622681446	0.8777630921600417	0.9571391690460613
ENSG00000274276	5788.571521639392	-0.026933191593363215	0.1809565034173399	-0.14883793113114707	0.881681519263465	0.9571391690460613
ENSG00000180530	7769.617518441411	0.025205140425762385	0.17392536822872073	0.14491928740732254	0.8847745980426082	0.9571391690460613
ENSG00000160224	4372.325661069159	0.030974305978738313	0.21444311317630443	0.14444066549841955	0.8851525070485835	0.9571391690460613
ENSG00000185658	17049.569854206122	0.02023530683864042	0.14993476191364766	0.13496074279488698	0.8926429129996115	0.9571391690460613
ENSG00000160256	1167.7296052116667	-0.035155863371122455	0.2614493859845457	-0.13446527418198076	0.8930346688626742	0.9571391690460613
ENSG00000205581	7603.427958645256	-0.019741358472396237	0.1600817133118653	-0.12332050965707025	0.9018533004363737	0.9571391690460613
ENSG00000249624	1568.8232251368213	-0.026623845930624446	0.2177355512807202	-0.12227606274686437	0.9026803888885646	0.9571391690460613
ENSG00000182362	2224.19317177453	0.02431483804802989	0.1991056458987457	0.12212028412491677	0.9028037577028352	0.9571391690460613
ENSG00000160180	829.2119749186592	-0.026925215379201856	0.24894651868410192	-0.10815662545322968	0.9138714509291984	0.9644081210266656
ENSG00000186924	115.3877786427281	0.05587896577948384	0.5844510953354344	0.09560930970180352	0.923830871003983	0.9704461901830831
ENSG00000186970	176.9871510594377	0.03659451851620322	0.4164702246102837	0.08786827089606926	0.9299813751901655	0.9724462781668856
ENSG00000160185	4447.070042802272	-0.0127118916097609	0.17706266805449866	-0.07179317780215684	0.9427665021369582	0.9813342226789248
